区域,名称,景点id,类型,级别,热度,地址,特色,经度,纬度,票价,月销量,图片
江苏·南通·崇川区,剑山,547910937,山川,无级别,热度 0.0,江苏省南通市崇川区,朝拜文殊，得到智慧，实现自己心愿和目标,120.901411,31.952135,¥27 起,14,http://img1.qunarzz.com/sight/p35/201211/09/bb5de3d0f17b29e893835fbb.jpg_280x200_e989c645.jpg
江苏·无锡·锡山区,中华赏石园,1152036032,公园,无级别,热度 0.0,江苏省无锡市锡山区锡梅路东延伸段与飞凤路交叉口,让人们在赏石同时感受江南吴特色文化魅力,120.513909,31.508688,¥35 起,14,http://img1.qunarzz.com/sight/p0/201301/15/071a46a854d0aba093835fbb.png_280x200_ffd50baa.png
江苏·无锡·锡山区,中华赏石园,1152036032,展馆,无级别,热度 0.0,江苏省无锡市锡山区锡梅路东延伸段与飞凤路交叉口,让人们在赏石同时感受江南吴特色文化魅力,120.513909,31.508688,¥35 起,14,http://img1.qunarzz.com/sight/p0/201301/15/071a46a854d0aba093835fbb.png_280x200_ffd50baa.png
江西·九江·庐山风景名胜区,庐山险峰,322139220,山川,无级别,热度 0.0,江西省九江市庐山区庐山景区内,天生一个仙人洞，无限风光在险峰,115.973504,29.572479,¥138 起,14,http://img1.qunarzz.com/sight/p0/1512/d2/d2ebd865bbcd708390.water.jpg_280x200_ded05532.jpg
辽宁·鞍山·千山区,御汤泉欢乐水世界,2014672727,游乐场,无级别,热度 0.0,鞍山市千山区东鞍山镇中所屯村南鞍山路与鞍海路交汇处,四季养生汤泉，天天戏水狂欢,122.919143,41.035748,¥40 起,14,http://img1.qunarzz.com/sight/p0/1612/2d/2d2e21f2c9f77363a3.img.jpg_280x200_65b39a07.jpg
山东·青岛·崂山区,熊牧场,4050084688,公园,无级别,热度 0.0,山东省青岛市崂山区崂山路1号（崂山路与滨海大道交叉路口处石老人观光园旁）,来熊牧场近距离接触各种熊,120.517176,36.101748,¥108 起,14,http://img1.qunarzz.com/sight/p0/201301/16/f0d8694af181ceba93835fbb.png_280x200_dfe50695.png
山东·泰安·泰山,玉皇顶,3495766396,山川,无级别,热度 0.0,山东省泰安市泰山区泰山风景区,是泰山主峰之巅，因峰顶有玉皇庙而得名,117.691042,35.840366,¥256 起,14,http://img1.qunarzz.com/sight/p0/201403/11/9b8bcdb925e63e298ca476b1e38255d2.jpg_280x200_beaec0fe.jpg
山东·烟台·蓬莱市,蓬莱黄金河度假村,4007367786,农家度假,无级别,热度 0.0,山东省烟台市蓬莱市大柳行镇,综合型旅游度假区,121.07692,37.601485,¥64 起,14,http://img1.qunarzz.com/sight/p0/1510/45/457b676e2b3db11c.water.jpg_280x200_3788f34f.jpg
山东·淄博·淄川区,齐山,3301450630,山川,无级别,热度 0.0,山东省淄博市淄川区太河镇政府南5公里,幽暝奇幻的溶洞就倍受游人青睐,118.1932,36.521416,¥69 起,14,http://img1.qunarzz.com/sight/p0/1409/10/75340060de8036adcece79da085bd667.jpg_280x200_d9cc6fb0.jpg
陕西·商洛·山阳县,山阳天竺山国家森林公园,4189114789,公园,无级别,热度 0.0,陕西省商洛市山阳县天竺山镇,群山逶迤、阵阵松涛,110.042373,33.403465,¥70 起,14,http://img1.qunarzz.com/sight/p0/1505/f1/f144b3a6d759aa45.water.jpg_280x200_4358a13a.jpg
陕西·商洛·镇安县,木王国家森林公园,4182528336,公园,无级别,热度 0.0,陕西省商洛市镇安县木王国家森林公园,木王国家森林公园地处秦岭南坡中段，位于陕西省商洛市镇安县境内，是一个以游憩观光、休闲度假为主体功能，同时兼有科学考察、科,109.15694,33.428419,¥126 起,14,http://img1.qunarzz.com/sight/p0/1803/fb/fb93a72661d414f6a3.img.jpg_280x200_d059c4d9.jpg
上海·上海·卢湾区,琉璃中国博物馆,1736749137,展馆,无级别,热度 0.0,上海市卢湾区泰康路25号,中国文学书画意境的延伸与再现,121.47674,31.21384,¥46 起,14,http://img1.qunarzz.com/sight/p0/201304/11/929b4ffb58451720c8d65eac.jpg_280x200_9894f276.jpg
上海·上海·浦东新区,上海东方地质科普馆,3502209371,展馆,无级别,热度 0.0,上海市浦东新区祝桥镇江镇路100号,放松心灵，融汇亲情的绿色空间,121.753499,31.18963,¥58.8 起,14,http://img1.qunarzz.com/sight/p0/201301/16/afd3605c2815a27c93835fbb.png_280x200_19bc20f2.png
四川·阿坝藏族羌族自治州·茂县,茂县羌乡古寨,1299741670,古建筑,无级别,热度 0.0,四川省阿坝州茂县南新镇牟托村凤仪镇坪头村,保留羌文化精髓，独一无二的羌文化博物馆,103.691369,31.537183,¥188 起,14,http://img1.qunarzz.com/sight/p0/201301/17/2a24683f5e93da7493835fbb.jpg_280x200_bec8ece1.jpg
四川·成都·双流区,成都哆呐星球梦幻主题乐园,3402949488,公园,无级别,热度 0.0,四川省成都市双流区白衣上街177号（城南国际优品道广场）,大型亲子主题梦幻乐园,103.91873,30.601615,¥49.9 起,14,http://img1.qunarzz.com/sight/p0/1712/99/996fbc91dd3cb9e6a3.img.jpg_280x200_d36fe7ea.jpg
四川·成都·双流区,成都哆呐星球梦幻主题乐园,3402949488,游乐场,无级别,热度 0.0,四川省成都市双流区白衣上街177号（城南国际优品道广场）,大型亲子主题梦幻乐园,103.91873,30.601615,¥49.9 起,14,http://img1.qunarzz.com/sight/p0/1712/99/996fbc91dd3cb9e6a3.img.jpg_280x200_d36fe7ea.jpg
天津·天津·和平区,天津观光巴士津游1号(观光5路),2146631729,城市观光,无级别,热度 0.0,天津市和平区津湾广场站内松江路津湾广场站,感受沿途的景点的风土人情、历史文化,117.216933,39.138722,¥40 起,14,http://img1.qunarzz.com/sight/p0/1904/fb/fbe01c2e160b4b7fa3.img.jpg_280x200_c6e2328f.jpg
云南·红河·建水县,学政考棚,4000463868,古建筑,无级别,热度 0.0,云南省红河州建水县临安路134号,研究中国西南古代科举制度的绝好实物遗存,102.832569,23.619362,¥18 起,14,http://img1.qunarzz.com/sight/p0/201301/14/55bea0c5505d7a6593835fbb.jpg_280x200_3615e371.jpg
浙江·杭州·上城区,河坊街,3215268785,城市观光,无级别,热度 0.0,浙江省杭州市上城区,市井文化浓厚,120.180564,30.24543,¥3 起,14,http://img1.qunarzz.com/sight/p0/1603/d7/d7d7c2b3f8ca66090.water.jpg_280x200_5064661d.jpg
浙江·宁波·北仑区,丽盛玫瑰庄园,3197734746,农家度假,无级别,热度 0.0,浙江省宁波市北仑区沿山公路68号,独具魅力的玫瑰主题乐园,121.77164,29.911729,¥40 起,14,http://img1.qunarzz.com/sight/p0/201305/23/4aee1e9884fd0abbc8d65eac.jpg_280x200_0adf1227.jpg
浙江·宁波·东钱湖,南宋石刻公园,3891809910,公园,无级别,热度 0.0,浙江省宁波市鄞州区东钱湖上下水庄黄梅山,拓展文物内在价值的特色主题公园,121.693193,29.752005,¥35 起,14,http://img1.qunarzz.com/sight/p0/201301/16/4d921241a0adf34d93835fbb.jpg_280x200_bc605e18.jpg
重庆·重庆·巴南区,常青国际羊鹿山,1466269068,山川,无级别,热度 0.0,重庆市巴南区双河口镇常青国际羊鹿山景区,峰林秀美，满眼群山叠翠,106.950841,29.575849,¥18.8 起,14,http://img1.qunarzz.com/sight/p0/1612/27/27fa8e1c944e257da3.img.jpg_280x200_d8a0ee56.jpg
重庆·重庆·渝中区,山城步道,385686277,古建筑,无级别,热度 0.0,重庆市渝中区中兴路234号旁,饱收上下近远美景，赏心悦目，心旷神怡,106.57548,29.556278,¥20 起,14,http://img1.qunarzz.com/sight/p0/201301/17/884bbcfff297780593835fbb.jpg_280x200_041a7c3b.jpg
河北·邢台·邢台县,邢台大峡谷,3782260010,公园,4A景区,热度 0.0,河北省邢台市邢台县西70公里处,山峦叠翠，沟壑纵横，峡谷巍峨，人迹罕至,113.82973,37.144809,¥45 起,14,http://img1.qunarzz.com/sight/p0/201301/11/6f67c12af2fa7e0293835fbb.jpg_280x200_0e695251.jpg
江苏·无锡·南长区,无锡博物院,2662225060,展馆,4A景区,热度 0.0,江苏省无锡市南长区钟书路100号,无锡市博物馆是一座综合性地方历史艺术博物馆，位于惠泉山下，古运河畔，占地面积7000多平方米，是省内颇具影响的地市级博物,120.31261719149,31.5555454,¥9 起,14,http://img1.qunarzz.com/sight/p0/201301/17/6f7e56971f8fb25093835fbb.jpg_280x200_66e3a3c5.jpg
青海·西宁·湟中县,青海藏文化馆,3525754902,展馆,4A景区,热度 0.0,青海省西宁市湟中县鲁沙尔镇莲花湖畔,充满神秘色彩和感性震撼力的藏族文化场景,101.594845,36.498076,¥60 起,14,http://img1.qunarzz.com/sight/p0/1409/22/96bb078b356757c96867fd0b8ce36aee.jpg_280x200_91d0f4b9.jpg
青海·西宁·西宁市区,藏医药文化博物馆,2998601491,展馆,4A景区,热度 0.0,青海省西宁市生物园区经二路36号,直观感受藏文化的博大精深，华丽旖旎,101.75431,36.695622,¥60 起,14,http://img1.qunarzz.com/sight/p0/1409/22/d2e92196218dda37727f87ea2e3cd2a9.jpg_280x200_3ad9d82c.jpg
四川·广元·青川县,唐家河,3454613103,山川,4A景区,热度 0.0,四川省广元市青川县青溪镇,"美景,会让你对高效率的城市完全失忆",104.84029,32.550088,¥27.5 起,14,http://img1.qunarzz.com/sight/p0/201302/06/ea5f5076bc720125c8d65eac.jpg_280x200_9b0e2feb.jpg
浙江·杭州·建德市,建德七里扬帆景区,1444729545,古建筑,4A景区,热度 0.0,浙江省杭州市建德市梅城镇梅城姚坞码头,山青水清、史悠境幽，富春山居图的实景再现,119.550788,29.553448,¥120 起,14,http://img1.qunarzz.com/sight/p0/1603/98/989e4d2aaa85618090.water.jpg_280x200_7ce1a005.jpg
河北·石家庄,周家庄农业特色观光园,1813220636,农家度假,3A景区,热度 0.0,河北省石家庄市晋州市G307(歧银线),晋州文化的闪亮名片,115.039261,38.028596,¥18.8 起,14,http://img1.qunarzz.com/sight/p0/1704/20/20ceb20588a3b002a3.water.jpg_280x200_116344df.jpg
湖南·株洲·攸县,酒埠江旅游区,3672660,公园,3A景区,热度 0.0,湖南株洲攸县酒埠江镇,风光旖旎，山水秀丽，让人流连忘返,113.590782,27.215915,¥50 起,14,http://img1.qunarzz.com/sight/p0/1611/83/83bb9a74f939d8eca3.water.jpg_280x200_b98fbc21.jpg
湖南·株洲·攸县,酒埠江旅游区,3672660,展馆,3A景区,热度 0.0,湖南株洲攸县酒埠江镇,风光旖旎，山水秀丽，让人流连忘返,113.590782,27.215915,¥50 起,14,http://img1.qunarzz.com/sight/p0/1611/83/83bb9a74f939d8eca3.water.jpg_280x200_b98fbc21.jpg
陕西·宝鸡·太白县,青峰峡森林公园,1250716614,公园,3A景区,热度 0.0,陕西省宝鸡市太白县桃川镇杜家庄村,森林覆盖率92%以上，真正的天然氧吧,107.45517,34.045731,¥35 起,14,http://img1.qunarzz.com/sight/p0/1611/5b/5bbcd24db291dc4a3.water.jpg_280x200_32d517ad.jpg
新疆·阿克苏地区·阿瓦提县,刀郎部落,2299909928,公园,3A景区,热度 0.0,新疆维吾尔自治区阿克苏地区阿瓦提县玉满闸口胡杨林区,全面展现多浪人的生活民俗,80.249871,40.768365,¥120 起,14,http://img1.qunarzz.com/sight/p0/1803/f4/f42ab4066eb9c3d4a3.img.jpg_280x200_cf9c46a3.jpg
新疆·伊犁·新源县,那拉提旅游风景区,3520436378,山川,5A景区,热度 1.0,新疆维吾尔自治区伊犁哈萨克自治州新源县,“塞外江南”给你群山俊秀，绿草如茵的美景,84.036179,43.319138,¥28 起,12,http://img1.qunarzz.com/sight/p0/1606/d8/d82f8325f14917f90.img.jpg_280x200_fe12dd3f.jpg
山东·滨州·惠民县,中国孙子兵法城,1535119343,古建筑,3A景区,热度 1.0,山东省滨州市惠民县武圣大道,楼台古井交相辉映；翠竹古柏摇曳生姿,117.509331,37.514592,¥50 起,12,http://img1.qunarzz.com/sight/p78/201211/09/5d86d3920c9d020193835fbb.jpg_280x200_da2d27ca.jpg
辽宁·葫芦岛·兴城市,兴城古城,60967305,古建筑,4A景区,热度 0.84,辽宁省葫芦岛市兴城市延辉街南端,五百年前留下来的一份珍贵的历史遗产,120.718666,40.629181,¥100 起,12,http://img1.qunarzz.com/sight/p0/201403/07/6c1b518958bd7687f0a07e2370ef1fb2.jpg_280x200_5e601e3e.jpg
广东·东莞·东莞市,东莞可园,1284851879,公园,无级别,热度 0.82,广东省东莞市城区可园路32号,布局高低错落，静中有趣，幽而有芳,113.7503,23.046982,¥7 起,12,http://img1.qunarzz.com/sight/p38/201211/04/7ed9f5ba01a8412893835fbb.jpg_280x200_c93af9a6.jpg
河南·洛阳·涧西区,王城公园,478121698,公园,无级别,热度 0.82,河南省洛阳市西工区中州中路312号,集牡丹动物园游乐设备于一体的综合性牡丹园,112.427611,34.672791,¥3 起,12,http://img1.qunarzz.com/sight/p0/1703/dd/ddc64530624040d5a3.water.jpg_280x200_f6da5938.jpg
河南·南阳·西峡县,老界岭,2251341847,山川,5A景区,热度 0.82,河南省南阳市西峡县太平镇东平村,山川秀美、林海苍莽，四季景色异彩纷呈,111.521008,33.743245,¥1.4 起,12,http://img1.qunarzz.com/sight/p0/1709/b3/b3a80b1a296c0ae5a3.img.png_280x200_495adc19.png
福建·厦门·集美区,集美学村,3527910445,城市观光,无级别,热度 0.76,福建省厦门市集美区嘉庚路,天然位置，惟序与黉，英才乐育，蔚为国光,118.099498,24.572488,¥1.5 起,12,http://img1.qunarzz.com/sight/p0/1411/34/b8d04953ba70d53985986f4954c64e30.water.jpg_280x200_fb0dff99.jpg
福建·福州·永泰县,青云山,2583718605,山川,4A景区,热度 0.76,福建省福州市永泰县青云山景区,号称“万亩草场”，是理想的避暑游览胜地,118.97385,25.773773,¥32 起,12,http://img1.qunarzz.com/sight/p0/1505/bd/bd3297d302e75a94.water.jpg_280x200_adef1372.jpg
云南·德宏·芒市,勐巴娜西珍奇园,855155616,公园,4A景区,热度 0.76,云南省德宏州芒市勇罕街29号,高品质景点，是全国罕见的生态园林,98.594882,24.431997,¥34.8 起,12,http://img1.qunarzz.com/sight/p0/201404/03/09e60cf832378d108091592626985653.jpg_280x200_e9b401f7.jpg
北京·北京·东城区,南锣鼓巷,2422629294,城市观光,3A景区,热度 0.76,北京市东城区南锣鼓巷117号,也位列规划中的25片旧城保护区之中。南锣鼓巷南北走向，北起鼓楼东大街，,116.409192,39.939808,¥0.4 起,12,http://img1.qunarzz.com/sight/p0/1602/4c/4c395f3b093d776090.water.jpg_280x200_e4cc6ece.jpg
广东·韶关·南雄市,梅关古道,3835372378,山川,无级别,热度 0.74,广东省韶关市南雄市珠玑镇梅岭村,游梅岭，体味传说,114.349876,25.33575,¥38 起,12,http://img1.qunarzz.com/sight/p0/1603/4b/4b9c5fda7b0efd5190.img.jpg_280x200_dfb6590c.jpg
云南·大理·大理市,三塔倒影公园,925440545,公园,无级别,热度 0.74,云南省大理市大理古城三塔公园南侧,万古云霄三塔影，诸天风雨一楼钟,100.157343,25.707486,¥61 起,12,http://img1.qunarzz.com/sight/p0/1502/3d/3dc4eaa4d0826b00.water.jpg_280x200_d7f12d2f.jpg
浙江·杭州·西湖,六和塔,1540088511,城市观光,无级别,热度 0.74,浙江省杭州市西湖区之江路84号,既可欣赏古塔的雄姿，又能领略钱塘江的风光,120.138137,30.202771,¥20 起,12,http://img1.qunarzz.com/sight/p0/1603/f1/f1eb23a1df5d46e090.water.jpg_280x200_a3092b5f.jpg
浙江·杭州·西湖,六和塔,1540088511,古建筑,无级别,热度 0.74,浙江省杭州市西湖区之江路84号,既可欣赏古塔的雄姿，又能领略钱塘江的风光,120.138137,30.202771,¥20 起,12,http://img1.qunarzz.com/sight/p0/1603/f1/f1eb23a1df5d46e090.water.jpg_280x200_a3092b5f.jpg
广东·惠州·惠东县,永记生态园,3685565743,农家度假,4A景区,热度 0.74,广东省惠州市惠东县大岭镇桥新区大岭镇桥新区(近永记大道),逛奥地利风情哈斯塔特小镇，赏浪漫花海,114.707143,23.045552,¥54 起,12,http://img1.qunarzz.com/sight/p0/201403/07/621bb92e9d5cc6ec5869469714345c8d.jpg_280x200_148eeb35.jpg
浙江·宁波·镇海区,招宝山,86930908,山川,4A景区,热度 0.74,浙江省宁波市镇海区招宝山路10号,镇海关隘，海防要塞,121.731148,29.964855,¥47 起,12,http://img1.qunarzz.com/sight/p0/201301/07/69da98fb12514e4893835fbb.jpg_280x200_2d42e430.jpg
广东·河源·东源县,黄龙岩畲族风情旅游区,4253566658,公园,无级别,热度 0.72,广东省河源市东源县漳溪畲族乡上蓝村黄龙岩,让人领略到独特的畲族风情文化,114.932365,24.065942,¥40 起,12,http://img1.qunarzz.com/sight/p30/201211/05/daee0e7bc70391f893835fbb.jpg_280x200_11788e56.jpg
辽宁·大连·旅顺口区,中苏友谊塔,1127049762,城市观光,无级别,热度 0.72,中国辽宁旅顺博物馆门前,象征着中苏两国人民之间的团结友谊,121.240987,38.815358,¥28 起,12,http://img1.qunarzz.com/sight/p0/1710/c8/c8d494f7fd58f404a3.water.jpg_280x200_dfecf158.jpg
山东·威海·刘公岛,甲午海战陈列馆,149778340,展馆,无级别,热度 0.72,山东省威海市威海湾口刘公岛,甲午悲壮史的大型纪念馆,122.193471,37.496461,¥180 起,12,http://img1.qunarzz.com/sight/p68/201211/09/b4ce012274fa067f93835fbb.jpg_280x200_43adab3e.jpg
浙江·绍兴·新昌县,千丈幽谷景区,1568243456,山川,无级别,热度 0.72,浙江省绍兴市新昌县左于村十九峰,央视《笑傲江湖》、《天龙八部》外景地,120.816074,29.384944,¥55 起,12,http://img1.qunarzz.com/sight/p0/1603/88/8803654716a6596a90.water.jpg_280x200_ec4c431e.jpg
河北·石家庄·裕华区,天山海世界,3406333865,游乐场,4A景区,热度 0.72,河北省石家庄市裕华区天山大街116号,让你仿佛置身于夏威夷群岛的大海之中,114.614057,38.044891,¥79.9 起,12,http://img1.qunarzz.com/sight/p0/1805/30/30da3650bc5d4207a3.img.jpg_280x200_4d81b37e.jpg
陕西·宝鸡·陇县,关山草原,3723090305,公园,4A景区,热度 0.72,陕西省宝鸡市陇县关山草原游客服务中心(关山大道南),地势广阔，水肥草美，牧马成群,106.709583,34.861512,¥288 起,12,http://img1.qunarzz.com/sight/p0/1605/bd/bd598d4ce70678e490.img.jpg_280x200_0e19d947.jpg
浙江·衢州·衢江区,天脊龙门,1133947936,公园,4A景区,热度 0.72,浙江省衢州市衢江区黄坛口乡龙门村,直面衢州山山水水，风景如画似锦,118.941959,28.742975,¥49 起,12,http://img1.qunarzz.com/sight/p96/201211/05/18cf7b86da2e02fd93835fbb.jpg_280x200_96268a54.jpg
浙江·衢州·衢江区,天脊龙门,1133947936,山川,4A景区,热度 0.72,浙江省衢州市衢江区黄坛口乡龙门村,直面衢州山山水水，风景如画似锦,118.941959,28.742975,¥49 起,12,http://img1.qunarzz.com/sight/p96/201211/05/18cf7b86da2e02fd93835fbb.jpg_280x200_96268a54.jpg
辽宁·丹东·东港市,大鹿岛,2840562240,公园,3A景区,热度 0.72,辽宁省丹东市东港市玉环县东南,由大鹿、小鹿两岛组成，互以浅滩相接,123.633842,39.883769,¥138 起,12,http://img1.qunarzz.com/sight/p93/201211/07/a3fdd8734246849e93835fbb.jpg_280x200_cc751907.jpg
辽宁·丹东·东港市,大鹿岛,2840562240,山川,3A景区,热度 0.72,辽宁省丹东市东港市玉环县东南,由大鹿、小鹿两岛组成，互以浅滩相接,123.633842,39.883769,¥138 起,12,http://img1.qunarzz.com/sight/p93/201211/07/a3fdd8734246849e93835fbb.jpg_280x200_cc751907.jpg
江西·九江·庐山子景点,锦绣谷,3320144107,山川,无级别,热度 0.7,江西省九江市庐山区环山路27号,锦绣谷中春不老，万千红紫是谁栽,115.975333,29.571416,¥128 起,12,http://img1.qunarzz.com/sight/p0/201403/07/6a11c931be73a35069e70d18242c5696.jpg_280x200_07343119.jpg
山西·大同·大同县,晋华宫煤矿,3339485911,城市观光,无级别,热度 0.7,山西省大同市晋华宫煤矿,拥有采掘、洗选、多种经营等煤矿设施,113.168521,40.108829,¥28 起,12,http://img1.qunarzz.com/sight/p0/1409/28/a81e88919c99286de08599640b977214.jpg_280x200_9f753afe.jpg
四川·阿坝藏族羌族自治州·马尔康县,卓克基土司官寨,1191968170,古建筑,无级别,热度 0.7,四川马尔康县东7公里的卓克基乡西索村,依山傍水，景色秀丽,102.292064,31.866114,¥55 起,12,http://img1.qunarzz.com/sight/p15/201211/01/f826abc84a3cc90293835fbb.jpg_280x200_ef93df09.jpg
四川·广安·广安区,神龙山巴人石头城,2601011006,古建筑,无级别,热度 0.7,四川省广安市城南公园街188号,传统建筑与人工景色溶为一体，相得益彰,106.64597,30.450783,¥38 起,12,http://img1.qunarzz.com/sight/p0/1608/55/55a6080a1bf66259a3.water.jpg_280x200_8ab2d9a3.jpg
四川·乐山·峨眉山,峨眉山滑雪场,3179116682,运动健身,无级别,热度 0.7,四川省乐山市峨眉山市峨眉山,环境优美，设施先进，滑雪之绝佳场地,103.336721,29.546311,¥448 起,12,http://img1.qunarzz.com/sight/p0/201311/11/55baff22307879f6c8d65eac.jpg_280x200_5a9c24fe.jpg
新疆·阿克苏地区·库车县,库车王府,3826911397,古建筑,无级别,热度 0.7,新疆阿克苏地区库车县老城林基路街,有幸在王爷家做客，一睹王爷风采,82.928669,41.725384,¥55 起,12,http://img1.qunarzz.com/sight/p0/201403/03/95666b4b57b3ef508a9cd52ffda638a0.jpg_280x200_2d8f3d9c.jpg
江西·赣州·瑞金市,瑞金红井,2289629704,古建筑,5A景区,热度 0.7,江西省赣州市瑞金市,苏区时期毛泽东亲自带领干部群众开挖的,116.014033,25.885686,¥12 起,12,http://img1.qunarzz.com/sight/p0/1411/ae/fa05904594fa18041b7bacfbe33e3b9b.water.jpg_280x200_f9c8b243.jpg
福建·厦门·同安区,北辰山,666769865,山川,4A景区,热度 0.7,福建省厦门市同安区五显镇北山岩,奇峰怪石，景色宜人,118.249865,24.7972,¥25 起,12,http://img1.qunarzz.com/sight/p0/1507/98/067f6a1f1cbcd6188300a4886c34a60d.water.jpg_280x200_e14fbabb.jpg
湖北·荆州·松滋市,洈水风景区,1008042638,公园,4A景区,热度 0.7,湖北省荆州市松滋市洈水镇洈水旅游风景区,造化钟神秀，洈水独天骄！,111.565718,29.977416,¥28 起,12,http://img1.qunarzz.com/sight/p0/1803/2e/2ee74981c5f7e0a4a3.img.jpg_280x200_368094b2.jpg
山东·泰安·新泰市,鲁商新泰新甫山,1122809324,公园,4A景区,热度 0.7,山东省泰安新泰市迈莱河路北首与莲花路交接处,自然景色变幻无穷，让人心旷神怡,117.642377,35.97921,¥48 起,12,http://img1.qunarzz.com/sight/p0/201402/18/d6969df847c5069068b9c898f679bcdc.jpg_280x200_750055b5.jpg
山东·泰安·新泰市,鲁商新泰新甫山,1122809324,古建筑,4A景区,热度 0.7,山东省泰安新泰市迈莱河路北首与莲花路交接处,自然景色变幻无穷，让人心旷神怡,117.642377,35.97921,¥48 起,12,http://img1.qunarzz.com/sight/p0/201402/18/d6969df847c5069068b9c898f679bcdc.jpg_280x200_750055b5.jpg
山东·泰安·新泰市,鲁商新泰新甫山,1122809324,山川,4A景区,热度 0.7,山东省泰安新泰市迈莱河路北首与莲花路交接处,自然景色变幻无穷，让人心旷神怡,117.642377,35.97921,¥48 起,12,http://img1.qunarzz.com/sight/p0/201402/18/d6969df847c5069068b9c898f679bcdc.jpg_280x200_750055b5.jpg
山西·吕梁·汾阳市,汾酒文化景区,2047405565,公园,4A景区,热度 0.7,山西省吕梁汾阳市杏花村,三晋旅游业中的一颗璀璨明珠,111.91546547504,37.3453811,¥42 起,12,http://img1.qunarzz.com/sight/p0/201401/21/b3fea327c03d7dc49b74cafe4a4862c2.jpg_280x200_0d62a743.jpg
山西·吕梁·汾阳市,汾酒文化景区,2047405565,展馆,4A景区,热度 0.7,山西省吕梁汾阳市杏花村,三晋旅游业中的一颗璀璨明珠,111.91546547504,37.3453811,¥42 起,12,http://img1.qunarzz.com/sight/p0/201401/21/b3fea327c03d7dc49b74cafe4a4862c2.jpg_280x200_0d62a743.jpg
浙江·杭州·余杭区,超山风景名胜区,1955552291,山川,4A景区,热度 0.7,浙江省杭州市余杭区塘栖镇超山风景名胜区,以观赏“古、广、奇”三绝的梅花而著名,120.230992,30.443949,¥28 起,12,http://img1.qunarzz.com/sight/p0/1603/1b/1beaa7faa3fc6eeb90.water.jpg_280x200_45897f86.jpg
山东·威海·荣成市,槎山风景区,2703639659,山川,3A景区,热度 0.7,山东省威海荣成市南部黄海之滨,地质科考、科研、科普的重要基地,122.332865,36.845515,¥50 起,12,http://img1.qunarzz.com/sight/p0/201212/24/7b845db6bb31669293835fbb.jpg_280x200_aa98d056.jpg
安徽·黄山·休宁县,大熊猫生态乐园,3853346237,农家度假,无级别,热度 0.0,安徽省黄山市休宁县齐云西大道161号,近距离接触野生放养状态的熊猫宝贝,118.176232,29.79283,¥85 起,12,http://img1.qunarzz.com/sight/p0/201301/07/9c6004e0fa83050593835fbb.jpg_280x200_cb71a6b0.jpg
安徽·黄山·休宁县,大熊猫生态乐园,3853346237,游乐场,无级别,热度 0.0,安徽省黄山市休宁县齐云西大道161号,近距离接触野生放养状态的熊猫宝贝,118.176232,29.79283,¥85 起,12,http://img1.qunarzz.com/sight/p0/201301/07/9c6004e0fa83050593835fbb.jpg_280x200_cb71a6b0.jpg
福建·厦门,五缘湾百舸水上运动俱乐部,3932165484,运动健身,无级别,热度 0.0,福建省厦门五缘湾文化展览苑A区A2栋（上古文化艺术馆旁）,赶紧来百舸户外运动俱乐部玩海划船,118.176915,24.535563,¥70 起,12,http://img1.qunarzz.com/sight/p0/1706/15/150945af9ed889a5a3.water.jpg_280x200_725937fd.jpg
福建·厦门·思明区,协和礼拜堂,3228664310,城市观光,无级别,热度 0.0,福建省厦门市思明区港后路,19世纪中期，不少西方人来到鼓浪屿，他们多为虔诚的基督徒，为了有一个礼拜的场所，他们决定在鼓浪屿建一所教堂，于是各差会的,118.078934,24.450386,¥129 起,12,http://img1.qunarzz.com/sight/p0/1512/2a/2a872806df82dda090.water.jpg_280x200_b3651241.jpg
福建·厦门·思明区,星空魔幻城,700751104,展馆,无级别,热度 0.0,厦门市思明区演武西路182号厦门世茂EMALL 3楼L311,厦门星空魔幻城里面的游玩主题有近百个之多。无限星空、雨屋2.0，镜花宫、钻石隧道等，还有时下颇流行的INS风展览。,118.09472,24.442614,¥58 起,12,http://img1.qunarzz.com/sight/p0/1905/f0/f0916a125b1623c6a3.img.jpg_280x200_8aceb634.jpg
广东·惠州·龙门县,鲁冰花童话园,3897728245,公园,无级别,热度 0.0,广东省惠州龙门县龙田镇赖屋村,婚纱摄影好去处,114.256906,23.796249,¥9.9 起,12,http://img1.qunarzz.com/sight/p0/1412/28/6d97b9d4ab20f0f3b223766623e6955f.water.jpg_280x200_8121f3a6.jpg
广东·清远·峰林胜境,彭家祠,2644733978,古建筑,无级别,热度 0.0,广东省清远市英德市黄花镇明迳坑坝村,踏上一百参拾捌步阶级直到山顶游彭家祠,112.907157,24.156523,¥30 起,12,http://img1.qunarzz.com/sight/p0/201301/05/70af2772c376166793835fbb.png_280x200_4bbe899a.png
广东·云浮·金水台旅游度假区,金水台太阳岛水上乐园,3819903297,游乐场,无级别,热度 0.0,广东省云浮市新兴县水台镇金水台旅游度假区,刺激的水上游乐项目让你体验夏季玩水乐趣,112.479525,22.61503,¥59.9 起,12,http://img1.qunarzz.com/sight/p0/1508/be/c9c0e9b614fdaf27c3474f704680896c.water.jpg_280x200_61e9e533.jpg
